classification_name,classification_code,country,year,affordability_healthy_diet_ratio_cost_to_food_poverty_line,cost_healthy_diet,percent_population_cannot_afford_healthy_diet,millions_people_cannot_afford_healthy_diet,population
Food Prices for Nutrition 1.1,FPN 1.1,Cabo Verde,2019,3.111,3.484,40.0,0.2,577030
Food Prices for Nutrition 1.1,FPN 1.1,Cabo Verde,2020,3.181,3.563,40.6,0.2,582640
Food Prices for Nutrition 1.1,FPN 1.1,Cameroon,2018,2.396,2.684,58.3,14.6,25076747
Food Prices for Nutrition 1.1,FPN 1.1,Cameroon,2019,2.45,2.744,58.1,14.6,25782341
Food Prices for Nutrition 1.1,FPN 1.1,Cameroon,2020,2.507,2.808,58.5,14.7,26491087
Food Prices for Nutrition 1.1,FPN 1.1,Canada,2018,2.599,2.911,0.7,0.3,37065084
Food Prices for Nutrition 1.1,FPN 1.1,Canada,2019,2.605,2.918,0.7,0.3,37601230
Food Prices for Nutrition 1.1,FPN 1.1,Canada,2020,2.686,3.008,0.7,0.3,38037204
Food Prices for Nutrition 1.1,FPN 1.1,Central African Republic,2018,3.131,3.507,94.1,4.8,5094780
Food Prices for Nutrition 1.1,FPN 1.1,Central African Republic,2019,3.188,3.57,93.9,4.8,5209324
Food Prices for Nutrition 1.1,FPN 1.1,Central African Republic,2020,3.228,3.615,93.9,4.8,5343020
Food Prices for Nutrition 1.1,FPN 1.1,Chad,2018,2.436,2.728,80.8,12.6,15604210
Food Prices for Nutrition 1.1,FPN 1.1,Chad,2019,2.374,2.659,79.1,12.3,16126866
Food Prices for Nutrition 1.1,FPN 1.1,Chad,2020,2.519,2.821,80.8,12.6,16644701
Food Prices for Nutrition 1.1,FPN 1.1,Chile,2018,2.839,3.18,4.5,0.8,18701450
Food Prices for Nutrition 1.1,FPN 1.1,Chile,2019,2.869,3.213,4.4,0.8,19039485
Food Prices for Nutrition 1.1,FPN 1.1,Chile,2020,3.038,3.402,5.0,0.9,19300315
Food Prices for Nutrition 1.1,FPN 1.1,China,2018,2.348,2.63,13.6,190.8,1402760000
Food Prices for Nutrition 1.1,FPN 1.1,China,2019,2.493,2.792,12.2,171.3,1407745000
Food Prices for Nutrition 1.1,FPN 1.1,China,2020,2.663,2.983,14.3,200.8,1411100000
Food Prices for Nutrition 1.1,FPN 1.1,Colombia,2018,2.583,2.893,24.3,12.0,49276961
Food Prices for Nutrition 1.1,FPN 1.1,Colombia,2019,2.616,2.93,25.4,12.5,50187406
Food Prices for Nutrition 1.1,FPN 1.1,Colombia,2020,2.737,3.065,26.5,13.1,50930662
Food Prices for Nutrition 1.1,FPN 1.1,"Congo, Dem. Rep.",2018,2.093,2.344,88.9,77.5,87087355
Food Prices for Nutrition 1.1,FPN 1.1,"Congo, Dem. Rep.",2019,1.899,2.127,85.7,74.6,89906890
Food Prices for Nutrition 1.1,FPN 1.1,"Congo, Dem. Rep.",2020,1.854,2.077,84.8,73.8,92853164
Food Prices for Nutrition 1.1,FPN 1.1,"Congo, Rep.",2018,3.022,3.385,90.2,4.9,5441062
Food Prices for Nutrition 1.1,FPN 1.1,"Congo, Rep.",2019,3.004,3.365,90.3,4.9,5570733
Food Prices for Nutrition 1.1,FPN 1.1,"Congo, Rep.",2020,3.055,3.422,90.3,4.9,5702174
Food Prices for Nutrition 1.1,FPN 1.1,Costa Rica,2018,3.571,4.0,16.3,0.8,5040734
Food Prices for Nutrition 1.1,FPN 1.1,Costa Rica,2019,3.608,4.041,16.2,0.8,5084532
Food Prices for Nutrition 1.1,FPN 1.1,Costa Rica,2020,3.67,4.11,16.3,0.8,5123105
Food Prices for Nutrition 1.1,FPN 1.1,Côte d'Ivoire,2018,2.997,3.357,73.4,18.7,25493988
Food Prices for Nutrition 1.1,FPN 1.1,Côte d'Ivoire,2019,3.13,3.506,72.0,18.3,26147551
Food Prices for Nutrition 1.1,FPN 1.1,Côte d'Ivoire,2020,3.223,3.61,72.6,18.5,26811790
Food Prices for Nutrition 1.1,FPN 1.1,Croatia,2018,3.752,4.202,4.0,0.2,4087843
Food Prices for Nutrition 1.1,FPN 1.1,Croatia,2019,3.671,4.111,3.1,0.1,4065253
Food Prices for Nutrition 1.1,FPN 1.1,Croatia,2020,3.819,4.277,3.4,0.1,4047680
Food Prices for Nutrition 1.1,FPN 1.1,Cyprus,2018,2.561,2.868,0.1,0.0,1218831
Food Prices for Nutrition 1.1,FPN 1.1,Cyprus,2019,2.532,2.836,0.3,0.0,1228836
Food Prices for Nutrition 1.1,FPN 1.1,Cyprus,2020,2.651,2.969,0.3,0.0,1237537
Food Prices for Nutrition 1.1,FPN 1.1,Czech Republic,2018,2.608,2.921,0.1,0.0,10629928
Food Prices for Nutrition 1.1,FPN 1.1,Czech Republic,2019,2.606,2.919,0.1,0.0,10671870
Food Prices for Nutrition 1.1,FPN 1.1,Czech Republic,2020,2.648,2.966,0.1,0.0,10697858
Food Prices for Nutrition 1.1,FPN 1.1,Denmark,2018,2.179,2.44,0.2,0.0,5793636
Food Prices for Nutrition 1.1,FPN 1.1,Denmark,2019,2.171,2.432,0.4,0.0,5814422
Food Prices for Nutrition 1.1,FPN 1.1,Denmark,2020,2.271,2.544,0.4,0.0,5831404
Food Prices for Nutrition 1.1,FPN 1.1,Djibouti,2018,2.559,2.866,64.2,0.7,1057198
Food Prices for Nutrition 1.1,FPN 1.1,Djibouti,2019,2.665,2.985,63.7,0.7,1073994
Food Prices for Nutrition 1.1,FPN 1.1,Djibouti,2020,2.779,3.112,65.2,0.7,1090156
Food Prices for Nutrition 1.1,FPN 1.1,Dominican Republic,2018,3.221,3.608,21.7,2.3,10765531
Food Prices for Nutrition 1.1,FPN 1.1,Dominican Republic,2019,3.343,3.744,20.6,2.2,10881882
Food Prices for Nutrition 1.1,FPN 1.1,Dominican Republic,2020,3.468,3.884,21.6,2.3,10999664
Food Prices for Nutrition 1.1,FPN 1.1,East Asia & Pacific,2018,3.256896551724138,3.778,24.1,540.3,2278505178
Food Prices for Nutrition 1.1,FPN 1.1,East Asia & Pacific,2019,3.45625,3.871,22.7,508.8,2290574843
Food Prices for Nutrition 1.1,FPN 1.1,East Asia & Pacific,2020,3.5252173913043485,4.054,24.5,549.8,2300278763
Food Prices for Nutrition 1.1,FPN 1.1,Ecuador,2018,2.514,2.816,18.3,3.1,17015672
Food Prices for Nutrition 1.1,FPN 1.1,Ecuador,2019,2.554,2.861,19.8,3.4,17343740
Food Prices for Nutrition 1.1,FPN 1.1,Ecuador,2020,2.614,2.928,20.2,3.4,17588595
Food Prices for Nutrition 1.1,FPN 1.1,"Egypt, Arab Rep.",2018,3.131,3.507,70.2,72.9,103740765
Food Prices for Nutrition 1.1,FPN 1.1,"Egypt, Arab Rep.",2019,3.128,3.503,67.7,70.2,105618671
Food Prices for Nutrition 1.1,FPN 1.1,"Egypt, Arab Rep.",2020,3.008,3.369,63.9,66.3,107465134
Food Prices for Nutrition 1.1,FPN 1.1,Estonia,2018,2.846,3.188,0.8,0.0,1321977
Food Prices for Nutrition 1.1,FPN 1.1,Estonia,2019,2.83,3.17,1.3,0.0,1326898
Food Prices for Nutrition 1.1,FPN 1.1,Estonia,2020,2.954,3.308,1.3,0.0,1329522
Food Prices for Nutrition 1.1,FPN 1.1,Eswatini,2018,2.99,3.349,75.9,0.9,1160428
Food Prices for Nutrition 1.1,FPN 1.1,Eswatini,2019,3.031,3.395,75.3,0.9,1169613
Food Prices for Nutrition 1.1,FPN 1.1,Eswatini,2020,3.028,3.391,75.0,0.9,1180655
Food Prices for Nutrition 1.1,FPN 1.1,Ethiopia,2018,2.81,3.147,84.0,93.4,111129438
Food Prices for Nutrition 1.1,FPN 1.1,Ethiopia,2019,2.938,3.29,83.3,92.6,114120594
Food Prices for Nutrition 1.1,FPN 1.1,Ethiopia,2020,3.005,3.366,83.7,93.1,117190911
Food Prices for Nutrition 1.1,FPN 1.1,Europe & Central Asia,2018,2.6,3.016,3.3,27.4,829040196
Food Prices for Nutrition 1.1,FPN 1.1,Europe & Central Asia,2019,2.7116071428571424,3.037,3.3,27.5,830965742
Food Prices for Nutrition 1.1,FPN 1.1,Europe & Central Asia,2020,2.7295652173913045,3.139,3.4,28.4,832392458
Food Prices for Nutrition 1.1,FPN 1.1,Fiji,2018,3.283,3.677,45.7,0.4,918996
Food Prices for Nutrition 1.1,FPN 1.1,Fiji,2019,3.445,3.858,53.0,0.5,918465
Food Prices for Nutrition 1.1,FPN 1.1,Fiji,2020,3.495,3.914,53.2,0.5,920422
Food Prices for Nutrition 1.1,FPN 1.1,Finland,2018,2.343,2.624,0.2,0.0,5515525
Food Prices for Nutrition 1.1,FPN 1.1,Finland,2019,2.331,2.611,0.1,0.0,5521606
Food Prices for Nutrition 1.1,FPN 1.1,Finland,2020,2.421,2.712,0.1,0.0,5529543
Food Prices for Nutrition 1.1,FPN 1.1,France,2018,2.696,3.019,0.1,0.1,67158348
Food Prices for Nutrition 1.1,FPN 1.1,France,2019,2.738,3.067,0.1,0.1,67388001
Food Prices for Nutrition 1.1,FPN 1.1,France,2020,2.874,3.219,0.1,0.1,67571107
Food Prices for Nutrition 1.1,FPN 1.1,Gabon,2018,3.038,3.403,28.7,0.6,2192012
Food Prices for Nutrition 1.1,FPN 1.1,Gabon,2019,3.112,3.485,28.5,0.6,2242785
Food Prices for Nutrition 1.1,FPN 1.1,Gabon,2020,3.171,3.552,28.6,0.6,2292573
Food Prices for Nutrition 1.1,FPN 1.1,"Gambia, The",2018,2.686,3.008,69.3,1.7,2444916
Food Prices for Nutrition 1.1,FPN 1.1,"Gambia, The",2019,2.727,3.054,66.6,1.6,2508883
Food Prices for Nutrition 1.1,FPN 1.1,"Gambia, The",2020,2.777,3.11,67.0,1.6,2573995
Food Prices for Nutrition 1.1,FPN 1.1,Germany,2018,2.604,2.917,0.2,0.2,82905782
Food Prices for Nutrition 1.1,FPN 1.1,Germany,2019,2.572,2.881,0.2,0.2,83092962
Food Prices for Nutrition 1.1,FPN 1.1,Germany,2020,2.701,3.025,0.2,0.2,83160871
Food Prices for Nutrition 1.1,FPN 1.1,Ghana,2018,3.446,3.86,78.7,24.3,30870641
Food Prices for Nutrition 1.1,FPN 1.1,Ghana,2019,3.519,3.941,77.0,23.8,31522290
Food Prices for Nutrition 1.1,FPN 1.1,Ghana,2020,3.601,4.033,77.5,23.9,32180401
Food Prices for Nutrition 1.1,FPN 1.1,Greece,2018,2.77,3.102,2.1,0.2,10732882
Food Prices for Nutrition 1.1,FPN 1.1,Greece,2019,2.737,3.065,2.7,0.3,10721582
Food Prices for Nutrition 1.1,FPN 1.1,Greece,2020,2.795,3.13,2.8,0.3,10698599
Food Prices for Nutrition 1.1,FPN 1.1,Guinea,2018,3.449,3.863,89.0,11.2,12554864
Food Prices for Nutrition 1.1,FPN 1.1,Guinea,2019,3.572,4.001,88.9,11.2,12877539
Food Prices for Nutrition 1.1,FPN 1.1,Guinea,2020,3.685,4.127,89.5,11.2,13205153
Food Prices for Nutrition 1.1,FPN 1.1,Guinea-Bissau,2018,2.905,3.254,84.8,1.6,1924955
Food Prices for Nutrition 1.1,FPN 1.1,Guinea-Bissau,2019,2.978,3.335,83.0,1.6,1970457
Food Prices for Nutrition 1.1,FPN 1.1,Guinea-Bissau,2020,3.129,3.505,84.5,1.6,2015828
Food Prices for Nutrition 1.1,FPN 1.1,Guyana,2018,4.234,4.742,44.3,0.3,785514
Food Prices for Nutrition 1.1,FPN 1.1,Guyana,2019,4.311,4.828,41.3,0.3,798753
Food Prices for Nutrition 1.1,FPN 1.1,Guyana,2020,4.365,4.889,41.4,0.3,797202
Food Prices for Nutrition 1.1,FPN 1.1,Haiti,2018,3.638,4.075,85.5,9.4,11012421
Food Prices for Nutrition 1.1,FPN 1.1,Haiti,2019,3.817,4.275,87.6,9.6,11160438
Food Prices for Nutrition 1.1,FPN 1.1,Haiti,2020,4.009,4.49,88.3,9.7,11306801
Food Prices for Nutrition 1.1,FPN 1.1,High income,2018,2.756896551724138,3.198,1.5,16.7,1177825126
Food Prices for Nutrition 1.1,FPN 1.1,High income,2019,2.8794642857142856,3.225,1.3,15.0,1183015183
Food Prices for Nutrition 1.1,FPN 1.1,High income,2020,2.916521739130435,3.354,1.4,15.7,1187991911
Food Prices for Nutrition 1.1,FPN 1.1,Honduras,2018,3.049,3.415,48.0,4.7,9792850
Food Prices for Nutrition 1.1,FPN 1.1,Honduras,2019,3.039,3.404,46.5,4.6,9958829
Food Prices for Nutrition 1.1,FPN 1.1,Honduras,2020,3.113,3.486,46.9,4.6,10121763
Food Prices for Nutrition 1.1,FPN 1.1,Hungary,2018,3.021,3.383,2.4,0.2,9775564
Food Prices for Nutrition 1.1,FPN 1.1,Hungary,2019,3.007,3.368,2.1,0.2,9771141
Food Prices for Nutrition 1.1,FPN 1.1,Hungary,2020,3.114,3.488,2.2,0.2,9750149
Food Prices for Nutrition 1.1,FPN 1.1,Iceland,2018,2.006,2.247,0.0,0.0,352721
Food Prices for Nutrition 1.1,FPN 1.1,Iceland,2019,1.995,2.234,0.0,0.0,360563
Food Prices for Nutrition 1.1,FPN 1.1,Iceland,2020,2.155,2.414,0.0,0.0,366463
Food Prices for Nutrition 1.1,FPN 1.1,India,2018,2.527,2.83,73.2,1001.9,1369003306
Food Prices for Nutrition 1.1,FPN 1.1,India,2019,2.569,2.877,71.1,973.0,1383112050
Food Prices for Nutrition 1.1,FPN 1.1,India,2020,2.652,2.97,72.2,988.2,1396387127
Food Prices for Nutrition 1.1,FPN 1.1,Indonesia,2018,3.815,4.273,71.0,189.6,267066843
Food Prices for Nutrition 1.1,FPN 1.1,Indonesia,2019,3.811,4.268,69.5,185.7,269582878
Food Prices for Nutrition 1.1,FPN 1.1,Indonesia,2020,3.988,4.466,71.3,190.3,271857970
Food Prices for Nutrition 1.1,FPN 1.1,"Iran, Islamic Rep.",2018,2.868,3.212,16.6,14.2,85617562
Food Prices for Nutrition 1.1,FPN 1.1,"Iran, Islamic Rep.",2019,3.252,3.642,26.0,22.2,86564202
Food Prices for Nutrition 1.1,FPN 1.1,"Iran, Islamic Rep.",2020,3.17,3.55,24.1,20.6,87290193
Food Prices for Nutrition 1.1,FPN 1.1,Iraq,2018,3.093,3.464,17.1,6.9,40590700
Food Prices for Nutrition 1.1,FPN 1.1,Iraq,2019,3.155,3.534,15.5,6.3,41563520
Food Prices for Nutrition 1.1,FPN 1.1,Iraq,2020,3.161,3.54,15.0,6.1,42556984
Food Prices for Nutrition 1.1,FPN 1.1,Ireland,2018,2.09,2.341,0.1,0.0,4867316
Food Prices for Nutrition 1.1,FPN 1.1,Ireland,2019,2.026,2.269,0.1,0.0,4934340
Food Prices for Nutrition 1.1,FPN 1.1,Ireland,2020,1.987,2.225,0.1,0.0,4985382
Food Prices for Nutrition 1.1,FPN 1.1,Israel,2018,2.232,2.5,1.2,0.1,8882800
Food Prices for Nutrition 1.1,FPN 1.1,Israel,2019,2.191,2.454,1.2,0.1,9054000
Food Prices for Nutrition 1.1,FPN 1.1,Israel,2020,2.225,2.492,1.2,0.1,9215100
Food Prices for Nutrition 1.1,FPN 1.1,Italy,2018,2.66,2.979,2.8,1.7,60421760
Food Prices for Nutrition 1.1,FPN 1.1,Italy,2019,2.689,3.012,2.7,1.7,59729081
Food Prices for Nutrition 1.1,FPN 1.1,Italy,2020,2.807,3.144,2.8,1.7,59438851
Food Prices for Nutrition 1.1,FPN 1.1,Jamaica,2018,5.483,6.141,58.1,1.6,2811835
Food Prices for Nutrition 1.1,FPN 1.1,Jamaica,2019,5.713,6.398,59.1,1.7,2813773
Food Prices for Nutrition 1.1,FPN 1.1,Jamaica,2020,5.965,6.681,60.7,1.7,2820436
Food Prices for Nutrition 1.1,FPN 1.1,Japan,2018,5.09,5.701,2.7,3.4,126811000
Food Prices for Nutrition 1.1,FPN 1.1,Japan,2019,5.008,5.609,2.5,3.2,126633000
Food Prices for Nutrition 1.1,FPN 1.1,Japan,2020,5.186,5.808,2.7,3.4,126261000
Food Prices for Nutrition 1.1,FPN 1.1,Jordan,2018,3.084,3.454,3.6,0.4,10459865
Food Prices for Nutrition 1.1,FPN 1.1,Jordan,2019,3.125,3.5,3.2,0.3,10698683
Food Prices for Nutrition 1.1,FPN 1.1,Jordan,2020,3.227,3.614,3.6,0.4,10928721
Food Prices for Nutrition 1.1,FPN 1.1,Kazakhstan,2018,2.166,2.426,1.7,0.3,18276452
Food Prices for Nutrition 1.1,FPN 1.1,Kazakhstan,2019,2.265,2.537,1.6,0.3,18513673
Food Prices for Nutrition 1.1,FPN 1.1,Kazakhstan,2020,2.372,2.657,1.9,0.3,18755666
Food Prices for Nutrition 1.1,FPN 1.1,Kenya,2018,2.521,2.823,74.8,37.4,49953304
Food Prices for Nutrition 1.1,FPN 1.1,Kenya,2019,2.596,2.907,74.1,37.0,50951450
Food Prices for Nutrition 1.1,FPN 1.1,Kenya,2020,2.65,2.968,74.5,37.2,51985780
Food Prices for Nutrition 1.1,FPN 1.1,"Korea, Rep.",2018,4.375,4.9,2.0,1.0,51585058
Food Prices for Nutrition 1.1,FPN 1.1,"Korea, Rep.",2019,4.286,4.8,1.7,0.9,51764822
Food Prices for Nutrition 1.1,FPN 1.1,"Korea, Rep.",2020,4.628,5.183,2.2,1.2,51836239
Food Prices for Nutrition 1.1,FPN 1.1,Kyrgyz Republic,2018,2.617,2.931,47.2,3.0,6322800
Food Prices for Nutrition 1.1,FPN 1.1,Kyrgyz Republic,2019,2.671,2.991,45.0,2.8,6456200
Food Prices for Nutrition 1.1,FPN 1.1,Kyrgyz Republic,2020,2.839,3.18,49.3,3.1,6579900
Food Prices for Nutrition 1.1,FPN 1.1,Lao PDR,2018,3.427,3.838,73.6,5.2,7105006
Food Prices for Nutrition 1.1,FPN 1.1,Lao PDR,2019,3.535,3.959,72.7,5.2,7212053
Food Prices for Nutrition 1.1,FPN 1.1,Lao PDR,2020,3.697,4.141,74.3,5.3,7319399
Food Prices for Nutrition 1.1,FPN 1.1,Latin America & Caribbean,2018,3.178448275862069,3.687,20.9,119.2,572237142
Food Prices for Nutrition 1.1,FPN 1.1,Latin America & Caribbean,2019,3.363392857142857,3.767,21.0,119.8,578509517
Food Prices for Nutrition 1.1,FPN 1.1,Latin America & Caribbean,2020,3.3860869565217393,3.894,22.1,126.0,583891678
Food Prices for Nutrition 1.1,FPN 1.1,Latvia,2018,2.795,3.13,2.4,0.0,1927174
Food Prices for Nutrition 1.1,FPN 1.1,Latvia,2019,2.796,3.132,1.7,0.0,1913822
Food Prices for Nutrition 1.1,FPN 1.1,Latvia,2020,2.893,3.24,1.8,0.0,1900449
Food Prices for Nutrition 1.1,FPN 1.1,Lesotho,2018,3.463,3.878,83.5,1.8,2198017
Food Prices for Nutrition 1.1,FPN 1.1,Lesotho,2019,3.58,4.01,84.4,1.9,2225702
Food Prices for Nutrition 1.1,FPN 1.1,Lesotho,2020,3.809,4.266,86.0,1.9,2254100
Food Prices for Nutrition 1.1,FPN 1.1,Liberia,2018,3.6,4.03160712053957,91.8,4.5,4889391
Food Prices for Nutrition 1.1,FPN 1.1,Liberia,2019,3.435,3.847,91.6,4.5,4985289
Food Prices for Nutrition 1.1,FPN 1.1,Liberia,2020,3.485,3.903,91.6,4.5,5087584
Food Prices for Nutrition 1.1,FPN 1.1,Lithuania,2018,2.716,3.042,2.3,0.1,2801543
Food Prices for Nutrition 1.1,FPN 1.1,Lithuania,2019,2.713,3.039,1.2,0.0,2794137
Food Prices for Nutrition 1.1,FPN 1.1,Lithuania,2020,2.767,3.099,1.2,0.0,2794885
Food Prices for Nutrition 1.1,FPN 1.1,Low income,2018,2.667241379310345,3.094,87.0,429.5,493673305
Food Prices for Nutrition 1.1,FPN 1.1,Low income,2019,2.783035714285714,3.117,83.5,424.3,508292231
Food Prices for Nutrition 1.1,FPN 1.1,Low income,2020,2.7843478260869565,3.202,81.2,424.8,523220794
Food Prices for Nutrition 1.1,FPN 1.1,Lower middle income,2018,2.961206896551724,3.435,69.3,2196.3,3185860100
Food Prices for Nutrition 1.1,FPN 1.1,Lower middle income,2019,3.2107142857142854,3.596,67.4,2166.7,3229603540
Food Prices for Nutrition 1.1,FPN 1.1,Lower middle income,2020,3.2182608695652175,3.701,67.4,2195.2,3272808843
Food Prices for Nutrition 1.1,FPN 1.1,Luxembourg,2018,2.346,2.627,0.4,0.0,607950
Food Prices for Nutrition 1.1,FPN 1.1,Luxembourg,2019,2.321,2.6,0.1,0.0,620001
Food Prices for Nutrition 1.1,FPN 1.1,Luxembourg,2020,2.376,2.661,0.1,0.0,630419
Food Prices for Nutrition 1.1,FPN 1.1,Madagascar,2018,2.788,3.122,97.3,26.1,26846541
Food Prices for Nutrition 1.1,FPN 1.1,Madagascar,2019,2.816,3.154,97.1,26.1,27533134
Food Prices for Nutrition 1.1,FPN 1.1,Madagascar,2020,2.84,3.181,97.1,26.1,28225177
Food Prices for Nutrition 1.1,FPN 1.1,Malawi,2018,2.488,2.787,94.8,17.4,18367883
Food Prices for Nutrition 1.1,FPN 1.1,Malawi,2019,2.669,2.989,95.4,17.5,18867337
Food Prices for Nutrition 1.1,FPN 1.1,Malawi,2020,2.812,3.149,95.7,17.6,19377061
Food Prices for Nutrition 1.1,FPN 1.1,Malaysia,2018,2.963,3.319,2.3,0.7,32399271
Food Prices for Nutrition 1.1,FPN 1.1,Malaysia,2019,3.046,3.412,1.9,0.6,32804020
Food Prices for Nutrition 1.1,FPN 1.1,Malaysia,2020,3.159,3.538,2.0,0.7,33199993
Food Prices for Nutrition 1.1,FPN 1.1,Maldives,2018,3.245,3.634,2.3,0.0,489758
Food Prices for Nutrition 1.1,FPN 1.1,Maldives,2019,3.27,3.662,1.1,0.0,504508
Food Prices for Nutrition 1.1,FPN 1.1,Maldives,2020,3.447,3.861,1.3,0.0,514438
Food Prices for Nutrition 1.1,FPN 1.1,Mali,2018,2.71,3.035,74.4,14.8,19934298
Food Prices for Nutrition 1.1,FPN 1.1,Mali,2019,2.643,2.96,69.6,13.9,20567424
Food Prices for Nutrition 1.1,FPN 1.1,Mali,2020,2.726,3.053,70.3,14.0,21224040
Food Prices for Nutrition 1.1,FPN 1.1,Malta,2018,3.24,3.629,0.3,0.0,484630
Food Prices for Nutrition 1.1,FPN 1.1,Malta,2019,3.302,3.698,0.7,0.0,504062
Food Prices for Nutrition 1.1,FPN 1.1,Malta,2020,3.365,3.769,0.7,0.0,515332
Food Prices for Nutrition 1.1,FPN 1.1,Mauritania,2018,3.191,3.574,61.8,2.6,4270712
Food Prices for Nutrition 1.1,FPN 1.1,Mauritania,2019,3.263,3.6541,60.2,2.6,4383849
Food Prices for Nutrition 1.1,FPN 1.1,Mauritania,2020,3.296,3.692,60.1,2.6,4498604
Food Prices for Nutrition 1.1,FPN 1.1,Mauritius,2018,3.032,3.396,9.6,0.1,1265303
Food Prices for Nutrition 1.1,FPN 1.1,Mauritius,2019,3.071,3.439,8.6,0.1,1265711
Food Prices for Nutrition 1.1,FPN 1.1,Mauritius,2020,3.218,3.604,9.6,0.1,1265740
Food Prices for Nutrition 1.1,FPN 1.1,Mexico,2018,2.742,3.071,23.1,28.7,124013861
Food Prices for Nutrition 1.1,FPN 1.1,Mexico,2019,2.746,3.075,22.1,27.4,125085311
Food Prices for Nutrition 1.1,FPN 1.1,Mexico,2020,2.94,3.293,24.5,30.4,125998302
Food Prices for Nutrition 1.1,FPN 1.1,Middle East & North Africa,2018,2.778448275862069,3.223,33.3,118.1,402520882
Food Prices for Nutrition 1.1,FPN 1.1,Middle East & North Africa,2019,2.9535714285714283,3.308,34.3,121.6,409205838
Food Prices for Nutrition 1.1,FPN 1.1,Middle East & North Africa,2020,2.930434782608696,3.37,32.5,115.1,414593143
Food Prices for Nutrition 1.1,FPN 1.1,Moldova,2018,2.296,2.571,2.8,0.1,2707203
Food Prices for Nutrition 1.1,FPN 1.1,Moldova,2019,2.399,2.687,3.3,0.1,2664224
Food Prices for Nutrition 1.1,FPN 1.1,Moldova,2020,2.513,2.814,3.9,0.1,2635130
Food Prices for Nutrition 1.1,FPN 1.1,Mongolia,2018,4.167,4.667,55.2,1.7,3163991
Food Prices for Nutrition 1.1,FPN 1.1,Mongolia,2019,4.376,4.901,52.4,1.7,3232430
Food Prices for Nutrition 1.1,FPN 1.1,Mongolia,2020,4.556,5.103,54.0,1.7,3294335
Food Prices for Nutrition 1.1,FPN 1.1,Montenegro,2018,3.048,3.414,17.1,0.1,622227
Food Prices for Nutrition 1.1,FPN 1.1,Montenegro,2019,3.133,3.509,16.3,0.1,622028
Food Prices for Nutrition 1.1,FPN 1.1,Montenegro,2020,3.12,3.494,16.0,0.1,621306
Food Prices for Nutrition 1.1,FPN 1.1,Morocco,2018,2.457,2.752,19.9,7.1,35927511
Food Prices for Nutrition 1.1,FPN 1.1,Morocco,2019,2.463,2.759,18.8,6.8,36304408
Food Prices for Nutrition 1.1,FPN 1.1,Morocco,2020,2.497,2.797,18.9,6.8,36688772
Food Prices for Nutrition 1.1,FPN 1.1,Mozambique,2018,2.668,2.988,90.6,26.6,29423878
Food Prices for Nutrition 1.1,FPN 1.1,Mozambique,2019,2.729,3.057,90.7,26.7,30285595
Food Prices for Nutrition 1.1,FPN 1.1,Mozambique,2020,2.882,3.228,91.3,26.9,31178239
Food Prices for Nutrition 1.1,FPN 1.1,Myanmar,2018,3.38,3.786,66.4,35.0,52666014
Food Prices for Nutrition 1.1,FPN 1.1,Myanmar,2019,3.447,3.861,63.1,33.2,53040212
Food Prices for Nutrition 1.1,FPN 1.1,Myanmar,2020,3.738,4.186,68.2,35.9,53423198
Food Prices for Nutrition 1.1,FPN 1.1,Namibia,2018,2.946,3.3,55.4,1.3,2405680
Food Prices for Nutrition 1.1,FPN 1.1,Namibia,2019,3.016,3.378,56.9,1.4,2446644
Food Prices for Nutrition 1.1,FPN 1.1,Namibia,2020,3.143,3.52,57.8,1.4,2489098
Food Prices for Nutrition 1.1,FPN 1.1,Nepal,2018,3.701,4.145,76.6,21.8,28506712
Food Prices for Nutrition 1.1,FPN 1.1,Nepal,2019,3.77,4.222,74.5,21.2,28832496
Food Prices for Nutrition 1.1,FPN 1.1,Nepal,2020,3.895,4.362,75.5,21.5,29348627
Food Prices for Nutrition 1.1,FPN 1.1,Netherlands,2018,2.519,2.821,0.3,0.0,17231624
Food Prices for Nutrition 1.1,FPN 1.1,Netherlands,2019,2.539,2.844,0.2,0.0,17344874
Food Prices for Nutrition 1.1,FPN 1.1,Netherlands,2020,2.671,2.991,0.2,0.0,17441500
Food Prices for Nutrition 1.1,FPN 1.1,Nicaragua,2018,2.897,3.245,34.2,2.2,6572233
Food Prices for Nutrition 1.1,FPN 1.1,Nicaragua,2019,2.928,3.279,35.3,2.3,6663924
Food Prices for Nutrition 1.1,FPN 1.1,Nicaragua,2020,2.978,3.335,35.5,2.3,6755895
Food Prices for Nutrition 1.1,FPN 1.1,Niger,2018,2.511,2.812,91.4,20.6,22577058
Food Prices for Nutrition 1.1,FPN 1.1,Niger,2019,2.493,2.792,90.4,20.4,23443393
Food Prices for Nutrition 1.1,FPN 1.1,Niger,2020,2.553,2.859,90.7,20.5,24333639
Food Prices for Nutrition 1.1,FPN 1.1,Nigeria,2018,3.325,3.724,91.1,180.6,198387623
Food Prices for Nutrition 1.1,FPN 1.1,Nigeria,2019,3.455,3.87,91.8,182.2,203304492
Food Prices for Nutrition 1.1,FPN 1.1,Nigeria,2020,3.654,4.093,92.9,184.2,208327405
Food Prices for Nutrition 1.1,FPN 1.1,North America,2018,2.871551724137931,3.331,1.6,6.0,363967201
Food Prices for Nutrition 1.1,FPN 1.1,North America,2019,2.96875,3.325,1.4,5.2,365995094
Food Prices for Nutrition 1.1,FPN 1.1,North America,2020,2.9008695652173913,3.336,1.4,5.2,369602177
